ID,Name,Gene Name,GenBank Protein ID,GenBank Gene ID,UniProt ID,Uniprot Title,PDB ID,GeneCard ID,GenAtlas ID,HGNC ID,Species,Drug IDs
P41252,"Isoleucine--tRNA ligase, cytoplasmic",IARS,551622,D28473,P41252,SYIC_HUMAN,,,IARS,HGNC:5330,Human,DB00167
P05165,"Propionyl-CoA carboxylase alpha chain, mitochondrial",PCCA,296366,X14608,P05165,PCCA_HUMAN,2CQY; 2JKU,,PCCA,HGNC:8653,Human,DB00121
P28331,"NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial",NDUFS1,38079,X61100,P28331,NDUS1_HUMAN,,,NDUFS1,HGNC:7707,Human,DB00157
Q9Y5K3,Choline-phosphate cytidylyltransferase B,PCYT1B,3153239,AF052510,Q9Y5K3,PCY1B_HUMAN,,,PCYT1B,HGNC:8755,Human,DB00122
P51172,Amiloride-sensitive sodium channel subunit delta,SCNN1D,1066457,U38254,P51172,SCNND_HUMAN,,,SCNN1D,HGNC:10601,Human,DB00384; DB00594
P43155,Carnitine O-acetyltransferase,CRAT,927415,X78706,P43155,CACP_HUMAN,1NM8; 1S5O,,CRAT,HGNC:2342,Human,DB00583; DB01992; DB02648
P51170,Amiloride-sensitive sodium channel subunit gamma,SCNN1G,1004273,X87160,P51170,SCNNG_HUMAN,,,SCNN1G,HGNC:10602,Human,DB00384; DB00594
P01130,Low-density lipoprotein receptor,LDLR,307121,L00352,P01130,LDLR_HUMAN,1AJJ; 1D2J; 1F5Y; 1F8Z; 1HJ7; 1HZ8; 1I0U; 1IJQ; 1LDL; 1LDR; 1LRX; 1N7D; 1XFE; 2FCW; 2KRI; 2LGP; 2M7P; 2MG9; 2W2M; 2W2N; 2W2O; 2W2P; 2W2Q; 3BPS; 3GCW; 3GCX; 3M0C; 3P5B; 3P5C; 3SO6; 4NE9,,LDLR,HGNC:6547,Human,DB00707
O43181,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial",NDUFS4,2655053,AF020351,O43181,NDUS4_HUMAN,,,NDUFS4,HGNC:7711,Human,DB00157
P35348,Alpha-1A adrenergic receptor,ADRA1A,433201,D25235,P35348,ADA1A_HUMAN,,,ADRA1A,HGNC:277,Human,DB00211; DB00215; DB00246; DB00248; DB00298; DB00321; DB00334; DB00346; DB00363; DB00368; DB00370; DB00388; DB00397; DB00408; DB00420; DB00449; DB00450; DB00457; DB00458; DB00477; DB00540; DB00543; DB00575; DB00590; DB00610; DB00622; DB00656; DB00668; DB00679; DB00692; DB00696; DB00699; DB00706; DB00723; DB00726; DB00734; DB00751; DB00777; DB00797; DB00800; DB00831; DB00852; DB00865; DB00875; DB00925; DB00935; DB00964; DB01069; DB01136; DB01142; DB01149; DB01162; DB01175; DB01186; DB01200; DB01224; DB01238; DB01253; DB01267; DB01295; DB01364; DB01403; DB01472; DB01576; DB01579; DB01614; DB01622; DB01624; DB04855; DB04946; DB05469; DB05492; DB06144; DB06207; DB06216; DB06262; DB06694; DB06706; DB06707; DB06711; DB06764; DB09202
Q13621,Solute carrier family 12 member 1,SLC12A1,1373425,U58130,Q13621,S12A1_HUMAN,,,SLC12A1,HGNC:10910,Human,DB00214; DB00232; DB00310; DB00534; DB00695; DB00761; DB00774; DB00887; DB00903; DB01021; DB01325; DB02925
P03886,NADH-ubiquinone oxidoreductase chain 1,MT-ND1,13004,V00662,P03886,NU1M_HUMAN,,,MT-ND1,HGNC:7455,Human,DB00157; DB01028; DB01159; DB01189; DB01236; DB04464
P07202,Thyroid peroxidase,TPO,339867,J02969,P07202,PERT_HUMAN,,,TPO,HGNC:12015,Human,DB00389; DB00509; DB00550; DB00763
P41180,Extracellular calcium-sensing receptor,CASR,599820,X81086,P41180,CASR_HUMAN,,,CASR,HGNC:1514,Human,DB01012; DB05255
P02787,Serotransferrin,TF,339453,M12530,P02787,TRFE_HUMAN,1A8E; 1A8F; 1B3E; 1BP5; 1BTJ; 1D3K; 1D4N; 1DTG; 1FQE; 1FQF; 1JQF; 1N7W; 1N7X; 1N84; 1OQG; 1OQH; 1RYO; 1SUV; 2HAU; 2HAV; 2O7U; 2O84; 3FGS; 3QYT; 3S9L; 3S9M; 3S9N; 3SKP; 3V83; 3V89; 3V8X; 3VE1; 4H0W; 4X1B; 4X1D,,TF,HGNC:11740,Human,DB01370
P04626,Receptor tyrosine-protein kinase erbB-2,ERBB2,553282,M11767,P04626,ERBB2_HUMAN,1MFG; 1MFL; 1MW4; 1N8Z; 1OVC; 1QR1; 1S78; 2A91; 2JWA; 2KS1; 2L4K; 3BE1; 3H3B; 3MZW; 3N85; 3PP0; 3RCD; 3WLW; 3WSQ; 4GFU; 4HRL; 4HRM; 4HRN,,ERBB2,HGNC:3430,Human,DB00072; DB01259; DB04988; DB05007; DB05773; DB06366; DB08916
P17568,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7,NDUFB7,180233,M33374,P17568,NDUB7_HUMAN,,,NDUFB7,HGNC:7702,Human,DB00157
O94788,Retinal dehydrogenase 2,ALDH1A2,3970842,AB015226,O94788,AL1A2_HUMAN,,,ALDH1A2,HGNC:15472,Human,DB00157; DB00162; DB00755
P48039,Melatonin receptor type 1A,MTNR1A,602130,U14108,P48039,MTR1A_HUMAN,,,MTNR1A,HGNC:7463,Human,DB00980; DB01065; DB05359; DB06594; DB09071
P20701,Integrin alpha-L,ITGAL,31422,Y00796,P20701,ITAL_HUMAN,1CQP; 1DGQ; 1IJ4; 1LFA; 1MJN; 1MQ8; 1MQ9; 1MQA; 1RD4; 1T0P; 1XDD; 1XDG; 1XUO; 1ZON; 1ZOO; 1ZOP; 2ICA; 2K8O; 2M3E; 2O7N; 3BN3; 3BQM; 3BQN; 3E2M; 3EOA; 3EOB; 3F74; 3F78; 3HI6; 3M6F; 3TCX; 4IXD,,ITGAL,HGNC:6148,Human,DB00095; DB00098; DB00227; DB02177; DB03932; DB04724; DB06972; DB07486
P54687,"Branched-chain-amino-acid aminotransferase, cytosolic",BCAT1,1036780,U21551,P54687,BCAT1_HUMAN,2ABJ; 2COG; 2COI; 2COJ,,BCAT1,HGNC:976,Human,DB00114; DB00142; DB00149; DB00161; DB00167; DB07544
O75600,"2-amino-3-ketobutyrate coenzyme A ligase, mitochondrial",GCAT,3342906,AF077740,O75600,KBL_HUMAN,,,GCAT,HGNC:4188,Human,DB00114; DB00145
P28329,Choline O-acetyltransferase,CHAT,301096,S56138,P28329,CLAT_HUMAN,2FY2; 2FY3; 2FY4; 2FY5,,CHAT,HGNC:1912,Human,DB00184
P04424,Argininosuccinate lyase,ASL,28878,Y00753,P04424,ARLY_HUMAN,1AOS; 1K62,,ASL,HGNC:746,Human,DB00125; DB02267; DB03814
P25101,Endothelin-1 receptor,EDNRA,238636,S63938,P25101,EDNRA_HUMAN,,,EDNRA,HGNC:3179,Human,DB00559; DB00945; DB04674; DB04883; DB05206; DB05290; DB05367; DB06268; DB06403; DB08932
P40394,Alcohol dehydrogenase class 4 mu/sigma chain,ADH7,516618,L33179,P40394,ADH7_HUMAN,1AGN; 1D1S; 1D1T,,ADH7,HGNC:256,Human,DB00157
P34903,Gamma-aminobutyric acid receptor subunit alpha-3,GABRA3,386424,S62908,P34903,GBRA3_HUMAN,,,GABRA3,HGNC:4077,Human,DB00231; DB00241; DB00306; DB00312; DB00371; DB00402; DB00418; DB00425; DB00463; DB00546; DB00599; DB00683; DB00690; DB00794; DB00801; DB00829; DB00842; DB00849; DB00897; DB00898; DB01198; DB01215; DB01351; DB01352; DB01353; DB01354; DB01355; DB01483; DB01496; DB01544; DB01558; DB01559; DB01567; DB01588; DB01589; DB01594; DB01595; DB04903; DB05087
Q9P0J0,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13,NDUFA13,11055599,AF286697,Q9P0J0,NDUAD_HUMAN,,,NDUFA13,HGNC:17194,Human,DB00157
Q15274,Nicotinate-nucleotide pyrophosphorylase [carboxylating],QPRT,1060907,D78177,Q15274,NADC_HUMAN,2JBM; 3LAR; 4KWV; 4KWW; 4R3X; 4R3Y,,QPRT,HGNC:9755,Human,DB00627
P47871,Glucagon receptor,GCGR,439690,U03469,P47871,GLR_HUMAN,2A83; 3CZF; 4ERS; 4L6R; 4LF3,,GCGR,HGNC:4192,Human,DB00040
Q12797,Aspartyl/asparaginyl beta-hydroxylase,ASPH,458032,U03109,Q12797,ASPH_HUMAN,5APA,,ASPH,HGNC:757,Human,DB00128; DB00139
P17174,"Aspartate aminotransferase, cytoplasmic",GOT1,179067,M37400,P17174,AATC_HUMAN,3II0; 3WZF,,GOT1,HGNC:4432,Human,DB00114; DB00128; DB00142; DB00151; DB04299
P02768,Serum albumin,ALB,28590,V00494,P02768,ALBU_HUMAN,1AO6; 1BJ5; 1BKE; 1BM0; 1E78; 1E7A; 1E7B; 1E7C; 1E7E; 1E7F; 1E7G; 1E7H; 1E7I; 1GNI; 1GNJ; 1H9Z; 1HA2; 1HK1; 1HK2; 1HK3; 1HK4; 1HK5; 1N5U; 1O9X; 1TF0; 1UOR; 1YSX; 2BX8; 2BXA; 2BXB; 2BXC; 2BXD; 2BXE; 2BXF; 2BXG; 2BXH; 2BXI; 2BXK; 2BXL; 2BXM; 2BXN; 2BXO; 2BXP; 2BXQ; 2ESG; 2I2Z; 2I30; 2N0X; 2VDB; 2VUE; 2VUF; 2XSI; 2XVQ; 2XVU; 2XVV; 2XVW; 2XW0; 2XW1; 2YDF; 3A73; 3B9L; 3B9M; 3CX9; 3JQZ; 3JRY; 3LU6; 3LU7; 3LU8; 3SQJ; 3TDL; 3UIV; 4BKE; 4E99; 4EMX; 4G03; 4G04; 4HGK; 4HGM; 4IW1; 4IW2; 4K2C; 4K71; 4L8U; 4L9K; 4L9Q; 4LA0; 4LB2; 4LB9; 4N0F; 4N0U; 4S1Y,,ALB,HGNC:399,Human,DB00199; DB00493; DB00512; DB01045
O14646,Chromodomain-helicase-DNA-binding protein 1,CHD1,2645429,AF006513,O14646,CHD1_HUMAN,2B2T; 2B2U; 2B2V; 2B2W; 2B2Y; 4B4C; 4NW2; 4O42,,CHD1,HGNC:1915,Human,DB00445
P28335,5-hydroxytryptamine receptor 2C,HTR2C,338028,M81778,P28335,5HT2C_HUMAN,,,HTR2C,HGNC:5295,Human,DB00193; DB00246; DB00247; DB00248; DB00268; DB00321; DB00334; DB00363; DB00370; DB00408; DB00413; DB00420; DB00434; DB00458; DB00477; DB00540; DB00543; DB00574; DB00589; DB00656; DB00696; DB00714; DB00726; DB00734; DB00777; DB00805; DB00934; DB01079; DB01142; DB01149; DB01151; DB01186; DB01191; DB01200; DB01224; DB01238; DB01239; DB01242; DB01267; DB01392; DB01403; DB01454; DB04871; DB04884; DB05492; DB06144; DB06148; DB06216; DB06594; DB09014
O60391,"Glutamate receptor ionotropic, NMDA 3B",GRIN3B,3025446,AC004528,O60391,NMD3B_HUMAN,,,GRIN3B,HGNC:16768,Human,DB00142; DB00145; DB01159; DB01173; DB01520
P22748,Carbonic anhydrase 4,CA4,179791,M83670,P22748,CAH4_HUMAN,1ZNC; 3F7B; 3F7U; 3FW3,,CA4,HGNC:1375,Human,DB00232; DB00273; DB00311; DB00436; DB00562; DB00606; DB00703; DB00774; DB00819; DB00869; DB00880; DB00909; DB00999; DB01021; DB01144; DB01194; DB08846
Q7Z2H8,Proton-coupled amino acid transporter 1,SLC36A1,31324239,AF516142,Q7Z2H8,S36A1_HUMAN,,,SLC36A1,HGNC:18761,Human,DB00145; DB00160
P02671,Fibrinogen alpha chain,FGA,13591824,AF361104,P02671,FIBA_HUMAN,1BBR; 1DM4; 1FPH; 1FZA; 1FZB; 1FZC; 1FZD; 1FZE; 1FZF; 1FZG; 1LT9; 1LTJ; 1N86; 1N8E; 1RE3; 1RE4; 1RF0; 1RF1; 1YCP; 2A45; 2FFD; 2H43; 2HLO; 2HOD; 2HPC; 2OYH; 2OYI; 2Q9I; 2XNX; 2XNY; 2Z4E; 3AT0; 3BVH; 3E1I; 3GHG; 3H32; 3HUS; 4F27; 5CFA,,FGA,HGNC:3661,Human,DB00009; DB00015; DB00029; DB00031; DB00364; DB04919; DB05099; DB05675
P18405,3-oxo-5-alpha-steroid 4-dehydrogenase 1,SRD5A1,177767,M32313,P18405,S5A1_HUMAN,,,SRD5A1,HGNC:11284,Human,DB00367; DB01126; DB01216
P09417,Dihydropteridine reductase,QDPR,30819,X04882,P09417,DHPR_HUMAN,1HDR,,QDPR,HGNC:9752,Human,DB00157; DB03814
Q86Y39,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 11,NDUFA11,28170654,AJ539081,Q86Y39,NDUAB_HUMAN,,,NDUFA11,HGNC:20371,Human,DB00157
P04406,Glyceraldehyde-3-phosphate dehydrogenase,GAPDH,31645,X01677,P04406,G3P_HUMAN,1U8F; 1ZNQ; 2FEH; 3GPD; 4WNC; 4WNI,,GAPDH,HGNC:4141,Human,DB00157; DB02059; DB03893; DB07347
P05166,"Propionyl-CoA carboxylase beta chain, mitochondrial",PCCB,312812,X73424,P05166,PCCB_HUMAN,,,PCCB,HGNC:8654,Human,DB00121; DB00161
O14561,"Acyl carrier protein, mitochondrial",NDUFAB1,4567042,AF087660,O14561,ACPM_HUMAN,2DNW,,NDUFAB1,HGNC:7694,Human,DB00157
P09884,DNA polymerase alpha catalytic subunit,POLA1,35568,X06745,P09884,DPOLA_HUMAN,1K0P; 1K18; 1N5G; 4Q5V; 4QCL; 4Y97,,POLA1,HGNC:9173,Human,DB00242; DB00631; DB01073; DB01280
P22891,Vitamin K-dependent protein Z,PROZ,190464,M55670,P22891,PROZ_HUMAN,3F1S; 3H5C,,PROZ,HGNC:9460,Human,DB00170
O43678,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2,NDUFA2,2909862,AF047185,O43678,NDUA2_HUMAN,1S3A,,NDUFA2,HGNC:7685,Human,DB00157
P03905,NADH-ubiquinone oxidoreductase chain 4,MT-ND4,,J01415,P03905,NU4M_HUMAN,,,MT-ND4,HGNC:7459,Human,DB00157
P15428,15-hydroxyprostaglandin dehydrogenase [NAD(+)],HPGD,1203984,L76465,P15428,PGDH_HUMAN,2GDZ,,HPGD,HGNC:5154,Human,DB00157
Q12791,Calcium-activated potassium channel subunit alpha-1,KCNMA1,537439,U13913,Q12791,KCMA1_HUMAN,2K44; 3MT5; 3NAF,,KCNMA1,HGNC:6284,Human,DB00356; DB00436; DB00774; DB00999; DB01003; DB01110; DB01119; DB01159
P00352,Retinal dehydrogenase 1,ALDH1A1,178372,M31994,P00352,AL1A1_HUMAN,4WB9; 4WJ9; 4WP7; 4WPN; 4X4L; 5AC2,,ALDH1A1,HGNC:402,Human,DB00157; DB00162; DB00755; DB04447
P16066,Atrial natriuretic peptide receptor 1,NPR1,28230,X15357,P16066,ANPRA_HUMAN,,,NPR1,HGNC:7943,Human,DB00325; DB00727; DB00883; DB01612; DB01613; DB04899; DB05034
P06401,Progesterone receptor,PGR,35652,X51730,P06401,PRGR_HUMAN,1A28; 1E3K; 1SQN; 1SR7; 1ZUC; 2C7A; 2OVH; 2OVM; 2W8Y; 3D90; 3G8O; 3HQ5; 3KBA; 3ZR7; 3ZRA; 3ZRB; 4A2J; 4APU; 4OAR,,PGR,HGNC:8910,Human,DB00294; DB00304; DB00351; DB00367; DB00378; DB00396; DB00421; DB00588; DB00603; DB00717; DB00823; DB00834; DB00957; DB01395; DB01406; DB01431; DB02998; DB04787; DB05253; DB05366; DB06713; DB06789; DB08867
O43837,"Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial",IDH3B,2737886,U49283,O43837,IDH3B_HUMAN,,,IDH3B,HGNC:5385,Human,DB00157
P08172,Muscarinic acetylcholine receptor M2,CHRM2,177990,M16404,P08172,ACM2_HUMAN,1LUB; 3UON; 4MQS; 4MQT,,CHRM2,HGNC:1951,Human,DB00202; DB00246; DB00280; DB00321; DB00332; DB00334; DB00340; DB00342; DB00363; DB00376; DB00383; DB00387; DB00392; DB00408; DB00411; DB00420; DB00424; DB00434; DB00458; DB00462; DB00483; DB00496; DB00505; DB00508; DB00517; DB00540; DB00572; DB00622; DB00715; DB00725; DB00728; DB00747; DB00767; DB00777; DB00785; DB00804; DB00809; DB00835; DB00907; DB00934; DB00986; DB01019; DB01036; DB01062; DB01069; DB01085; DB01135; DB01142; DB01148; DB01151; DB01224; DB01226; DB01231; DB01238; DB01239; DB01336; DB01337; DB01338; DB01403; DB01409; DB01591; DB05752; DB06702; DB08801; DB08897; DB09076
Q9NSD9,Phenylalanine--tRNA ligase beta subunit,FARSB,7768938,D84430,Q9NSD9,SYFB_HUMAN,3L4G,,FARSLB,HGNC:17800,Human,DB00120
P52569,Cationic amino acid transporter 2,SLC7A2,849051,D29990,P52569,CTR2_HUMAN,,,SLC7A2,HGNC:11060,Human,DB00123; DB00129
P14778,Interleukin-1 receptor type 1,IL1R1,33801,X16896,P14778,IL1R1_HUMAN,1G0Y; 1IRA; 1ITB; 4DEP; 4GAF,,IL1R1,HGNC:5993,Human,DB00026; DB05207; DB05303
Q9NWM0,Spermine oxidase,SMOX,14860862,AY033889,Q9NWM0,SMOX_HUMAN,,,SMOX,HGNC:15862,Human,DB00127
Q14353,Guanidinoacetate N-methyltransferase,GAMT,1212946,Z49878,Q14353,GAMT_HUMAN,3ORH,,GAMT,HGNC:4136,Human,DB00148; DB00536; DB01752; DB02751
Q04609,Glutamate carboxypeptidase 2,FOLH1,190664,M99487,Q04609,FOLH1_HUMAN,1Z8L; 2C6C; 2C6G; 2C6P; 2CIJ; 2JBJ; 2JBK; 2OOT; 2OR4; 2PVV; 2PVW; 2XEF; 2XEG; 2XEI; 2XEJ; 3BHX; 3BI0; 3BI1; 3BXM; 3D7D; 3D7F; 3D7G; 3D7H; 3IWW; 3RBU; 3SJE; 3SJF; 3SJG; 3SJX; 4JYW; 4JZ0; 4LQG; 4MCP; 4MCQ; 4MCR; 4MCS; 4NGM; 4NGN; 4NGP; 4NGQ; 4NGR; 4NGS; 4NGT; 4OC0; 4OC1; 4OC2; 4OC3; 4OC4; 4OC5; 4OME; 4P44; 4P45; 4P4B; 4P4D; 4P4E; 4P4F; 4P4I; 4P4J; 4W9Y; 4X3R,,FOLH1,HGNC:3788,Human,DB00089; DB00142; DB06928; DB07754
Q16878,Cysteine dioxygenase type 1,CDO1,467561,Z31357,Q16878,CDO1_HUMAN,2IC1,,CDO1,HGNC:1795,Human,DB00151; DB00157
Q92781,11-cis retinol dehydrogenase,RDH5,1616654,U43559,Q92781,RDH1_HUMAN,,,RDH5,HGNC:9940,Human,DB00157; DB00162
P08559,"Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial",PDHA1,387009,M27257,P08559,ODPA_HUMAN,1NI4; 2OZL; 3EXE; 3EXF; 3EXG; 3EXH; 3EXI,,PDHA1,HGNC:8806,Human,DB00157
P18089,Alpha-2B adrenergic receptor,ADRA2B,178198,M34041,P18089,ADA2B_HUMAN,2CVA,,ADRA2B,HGNC:282,Human,DB00246; DB00248; DB00268; DB00292; DB00334; DB00363; DB00368; DB00408; DB00413; DB00457; DB00484; DB00575; DB00589; DB00629; DB00668; DB00696; DB00697; DB00714; DB00726; DB00734; DB00797; DB00800; DB00925; DB00935; DB00964; DB01018; DB01136; DB01142; DB01186; DB01200; DB01224; DB01238; DB01267; DB01363; DB01392; DB01403; DB01577; DB04855; DB05271; DB05461; DB05492; DB06148; DB06216; DB06262; DB06694
P45954,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial",ACADSB,531391,U12778,P45954,ACDSB_HUMAN,2JIF,,ACADSB,HGNC:91,Human,DB00167; DB00313
P04035,3-hydroxy-3-methylglutaryl-coenzyme A reductase,HMGCR,306865,M11058,P04035,HMDH_HUMAN,1DQ8; 1DQ9; 1DQA; 1HW8; 1HW9; 1HWI; 1HWJ; 1HWK; 1HWL; 2Q1L; 2Q6B; 2Q6C; 2R4F; 3BGL; 3CCT; 3CCW; 3CCZ; 3CD0; 3CD5; 3CD7; 3CDA; 3CDB,,HMGCR,HGNC:5006,Human,DB00157; DB00175; DB00227; DB00439; DB00641; DB01076; DB01095; DB01098; DB01992; DB03169; DB03461; DB04377; DB04447; DB05317; DB05342; DB06693; DB06846; DB08860
P35368,Alpha-1B adrenergic receptor,ADRA1B,,M99589,P35368,ADA1B_HUMAN,,,ADRA1B,HGNC:278,Human,DB00211; DB00246; DB00248; DB00298; DB00321; DB00334; DB00346; DB00363; DB00368; DB00388; DB00408; DB00420; DB00457; DB00458; DB00477; DB00540; DB00575; DB00590; DB00622; DB00668; DB00679; DB00696; DB00706; DB00723; DB00726; DB00734; DB00745; DB00777; DB00800; DB00925; DB00935; DB01136; DB01142; DB01149; DB01162; DB01186; DB01200; DB01224; DB01238; DB01255; DB01267; DB01403; DB01576; DB01579; DB01608; DB01614; DB01622; DB04855; DB05469; DB05492; DB06144; DB06207; DB06262; DB06694; DB09128; DB09202
Q14534,Squalene monooxygenase,SQLE,2443316,D78130,Q14534,ERG1_HUMAN,,,SQLE,HGNC:11279,Human,DB00735; DB00857; DB01091; DB04927; DB08846
Q92506,Estradiol 17-beta-dehydrogenase 8,HSD17B8,30583317,BT007239,Q92506,DHB8_HUMAN,2PD6; 4CQL; 4CQM,,HSD17B8,HGNC:3554,Human,DB00157; DB03461
O43772,Mitochondrial carnitine/acylcarnitine carrier protein,SLC25A20,2765075,Y10319,O43772,MCAT_HUMAN,,,SLC25A20,HGNC:1421,Human,DB00583
P03915,NADH-ubiquinone oxidoreductase chain 5,MT-ND5,2052366,J01415,P03915,NU5M_HUMAN,,,MT-ND5,HGNC:7461,Human,DB00157; DB05382
P35462,D(3) dopamine receptor,DRD3,927342,U32499,P35462,DRD3_HUMAN,3PBL,,DRD3,HGNC:3024,Human,DB00246; DB00248; DB00268; DB00334; DB00363; DB00370; DB00391; DB00408; DB00409; DB00413; DB00477; DB00502; DB00543; DB00589; DB00714; DB00734; DB00988; DB01100; DB01184; DB01186; DB01200; DB01224; DB01235; DB01238; DB01239; DB01267; DB01392; DB01403; DB04946; DB05271; DB05280; DB05766; DB06016; DB06148; DB06216; DB06288; DB09014; DB09207
P47895,Aldehyde dehydrogenase family 1 member A3,ALDH1A3,544482,U07919,P47895,AL1A3_HUMAN,,,ALDH1A3,HGNC:409,Human,DB00157; DB00162
P31213,3-oxo-5-alpha-steroid 4-dehydrogenase 2,SRD5A2,338469,M74047,P31213,S5A2_HUMAN,,,SRD5A2,HGNC:11285,Human,DB00548; DB01126; DB01216
Q08426,Peroxisomal bifunctional enzyme,EHHADH,452045,L07077,Q08426,ECHP_HUMAN,,,EHHADH,HGNC:3247,Human,DB00157
P30519,Heme oxygenase 2,HMOX2,443771,D21243,P30519,HMOX2_HUMAN,2Q32; 2QPP; 2RGZ; 4WMH,,HMOX2,HGNC:5014,Human,DB00157; DB04912
P40925,"Malate dehydrogenase, cytoplasmic",MDH1,1255604,D55654,P40925,MDHC_HUMAN,,,MDH1,HGNC:6970,Human,DB00157; DB03461
P13612,Integrin alpha-4,ITGA4,33946,X16983,P13612,ITA4_HUMAN,3V4P; 3V4V; 4HKC,,ITGA4,HGNC:6140,Human,DB00108; DB04997; DB05092; DB05122; DB05468; DB05802; DB06822; DB09033
P42330,Aldo-keto reductase family 1 member C3,AKR1C3,4261711,S68288,P42330,AK1C3_HUMAN,1RY0; 1RY8; 1S1P; 1S1R; 1S2A; 1S2C; 1XF0; 1ZQ5; 2F38; 2FGB; 3R43; 3R58; 3R6I; 3R7M; 3R8G; 3R8H; 3R94; 3UFY; 3UG8; 3UGR; 3UWE; 4DBS; 4DBU; 4DBW; 4DZ5; 4FA3; 4FAL; 4FAM; 4H7C; 4HMN; 4WDT; 4WDU; 4WDW; 4WDX; 4WRH; 4XVD; 4XVE,,AKR1C3,HGNC:386,Human,DB00157; DB00905; DB01536; DB01698; DB02056; DB02266; DB03461; DB07700
Q8NBN7,Retinol dehydrogenase 13,RDH13,22761451,AK075392,Q8NBN7,RDH13_HUMAN,,,RDH13,HGNC:19978,Human,DB00162
P30043,Flavin reductase (NADPH),BLVRB,1384068,D26308,P30043,BLVRB_HUMAN,1HDO; 1HE2; 1HE3; 1HE4; 1HE5,,BLVRB,HGNC:1063,Human,DB00140; DB00157; DB02073; DB03247; DB03461; DB04345; DB04363
Q9Y6M9,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9,NDUFB9,5326828,AF044956,Q9Y6M9,NDUB9_HUMAN,,,NDUFB9,HGNC:7704,Human,DB00157
P06126,T-cell surface glycoprotein CD1a,CD1A,180036,M28825,P06126,CD1A_HUMAN,1ONQ; 1XZ0; 4X6C; 4X6D; 4X6E; 4X6F,,CD1A,HGNC:1634,Human,DB00098
P12235,ADP/ATP translocase 1,SLC25A4,339920,J02966,P12235,ADT1_HUMAN,,,SLC25A4,HGNC:10990,Human,DB00171; DB00720; DB01736; DB02426; DB03429; DB04178
P51648,Fatty aldehyde dehydrogenase,ALDH3A2,1082036,L47162,P51648,AL3A2_HUMAN,4QGK,,ALDH3A2,HGNC:403,Human,DB00157
Q9UP95,Solute carrier family 12 member 4,SLC12A4,1399212,U55054,Q9UP95,S12A4_HUMAN,,,SLC12A4,HGNC:10913,Human,DB00761; DB00887
Q05329,Glutamate decarboxylase 2,GAD2,182934,M81882,Q05329,DCE2_HUMAN,1ES0; 2OKK,,GAD2,HGNC:4093,Human,DB00142
Q9Y617,Phosphoserine aminotransferase,PSAT1,5326802,AF113132,Q9Y617,SERC_HUMAN,3.00E+77,,PSAT1,HGNC:19129,Human,DB00114; DB00142
P48163,NADP-dependent malic enzyme,ME1,495123,X77244,P48163,MAOX_HUMAN,2AW5; 3WJA,,ME1,HGNC:6983,Human,DB00157; DB03461
Q9UKU7,"Isobutyryl-CoA dehydrogenase, mitochondrial",ACAD8,6465955,AF126245,Q9UKU7,ACAD8_HUMAN,1RX0,,ACAD8,HGNC:87,Human,DB01675; DB03147
P48507,Glutamate--cysteine ligase regulatory subunit,GCLM,530137,L35546,P48507,GSH0_HUMAN,,,GCLM,HGNC:4312,Human,DB00142; DB00151
O43776,"Asparagine--tRNA ligase, cytoplasmic",NARS,2764505,AJ000334,O43776,SYNC_HUMAN,,,NARS,HGNC:7643,Human,DB00174
O95865,"N(G),N(G)-dimethylarginine dimethylaminohydrolase 2",DDAH2,4454710,AF070667,O95865,DDAH2_HUMAN,,,DDAH2,HGNC:2716,Human,DB00155
P29803,"Pyruvate dehydrogenase E1 component subunit alpha, testis-specific form, mitochondrial",PDHA2,190790,M86808,P29803,ODPAT_HUMAN,,,PDHA2,HGNC:8807,Human,DB00157
P43088,Prostaglandin F2-alpha receptor,PTGFR,456564,L24470,P43088,PF2R_HUMAN,,,PTGFR,HGNC:9600,Human,DB00287; DB00654; DB00905; DB01160; DB08819
Q8WWT9,Solute carrier family 13 member 3,SLC13A3,8132324,AF154121,Q8WWT9,S13A3_HUMAN,,,SLC13A3,HGNC:14430,Human,DB00139
O60294,tRNA wybutosine-synthesizing protein 4,LCMT2,40788285,AB011119,O60294,TYW4_HUMAN,,,LCMT2,HGNC:17558,Human,DB00149
P07101,Tyrosine 3-monooxygenase,TH,37127,Y00414,P07101,TY3H_HUMAN,2XSN; 4J6S,,TH,HGNC:11782,Human,DB00120; DB00135; DB00360; DB00765; DB03552; DB04400
P49585,Choline-phosphate cytidylyltransferase A,PCYT1A,575486,L28957,P49585,PCY1A_HUMAN,,,PCYT1A,HGNC:8754,Human,DB00122
P11586,"C-1-tetrahydrofolate synthase, cytoplasmic",MTHFD1,307178,J04031,P11586,C1TC_HUMAN,1A4I; 1DIA; 1DIB; 1DIG,,MTHFD1,HGNC:7432,Human,DB00116; DB00157; DB02358; DB03461; DB04322
